Date,Open,High,Low,Close,Adj Close,Volume
6/13/2022,3838.149902,3838.149902,3734.300049,3749.629883,3749.629883,5636890000
6/14/2022,3763.52002,3778.179932,3705.679932,3735.47998,3735.47998,5153890000
6/15/2022,3764.050049,3837.560059,3722.300049,3789.98999,3789.98999,5530480000
6/16/2022,3728.179932,3728.179932,3639.77002,3666.77002,3666.77002,5644930000
6/17/2022,3665.899902,3707.709961,3636.870117,3674.840088,3674.840088,8520740000
6/21/2022,3715.310059,3779.649902,3715.310059,3764.790039,3764.790039,5292260000
6/22/2022,3733.889893,3801.790039,3717.689941,3759.889893,3759.889893,5058990000
6/23/2022,3774.709961,3802.580078,3743.52002,3795.72998,3795.72998,5098640000
6/24/2022,3821.75,3913.649902,3821.75,3911.73999,3911.73999,8120260000
6/27/2022,3920.76001,3927.719971,3889.659912,3900.110107,3900.110107,4325310000
6/28/2022,3913,3945.860107,3820.139893,3821.550049,3821.550049,4270120000
6/29/2022,3825.090088,3836.5,3799.02002,3818.830078,3818.830078,4211240000
6/30/2022,3785.98999,3818.98999,3738.669922,3785.379883,3785.379883,4840070000
7/1/2022,3781,3829.820068,3752.100098,3825.330078,3825.330078,4046950000
7/5/2022,3792.610107,3832.189941,3742.060059,3831.389893,3831.389893,5076590000
7/6/2022,3831.97998,3870.909912,3809.370117,3845.080078,3845.080078,4417720000
7/7/2022,3858.850098,3910.629883,3858.850098,3902.620117,3902.620117,4057770000
7/8/2022,3888.26001,3918.5,3869.340088,3899.379883,3899.379883,3521620000
7/11/2022,3880.939941,3880.939941,3847.219971,3854.429932,3854.429932,3423480000
7/12/2022,3851.949951,3873.409912,3802.360107,3818.800049,3818.800049,3817210000
7/13/2022,3779.669922,3829.439941,3759.070068,3801.780029,3801.780029,4109390000
7/14/2022,3763.98999,3796.409912,3721.560059,3790.379883,3790.379883,4199690000
7/15/2022,3818,3863.620117,3817.179932,3863.159912,3863.159912,4143800000
7/18/2022,3883.790039,3902.439941,3818.629883,3830.850098,3830.850098,4046870000
7/19/2022,3860.72998,3939.810059,3860.72998,3936.689941,3936.689941,4041070000
7/20/2022,3935.320068,3974.129883,3922.030029,3959.899902,3959.899902,4185300000
7/21/2022,3955.469971,3999.290039,3927.639893,3998.949951,3998.949951,4132790000
7/22/2022,3998.429932,4012.439941,3938.860107,3961.629883,3961.629883,3979240000
7/25/2022,3965.719971,3975.300049,3943.459961,3966.840088,3966.840088,3568340000
7/26/2022,3953.219971,3953.219971,3910.73999,3921.050049,3921.050049,3778950000
7/27/2022,3951.429932,4039.560059,3951.429932,4023.610107,4023.610107,4112180000
7/28/2022,4026.129883,4078.949951,3992.969971,4072.429932,4072.429932,4413000000
7/29/2022,4087.330078,4140.149902,4079.219971,4130.290039,4130.290039,4616360000
8/1/2022,4112.379883,4144.950195,4096.02002,4118.629883,4118.629883,4202810000
8/2/2022,4104.209961,4140.470215,4079.810059,4091.189941,4091.189941,4727710000
8/3/2022,4107.959961,4167.660156,4107.959961,4155.169922,4155.169922,4351760000
8/4/2022,4154.850098,4161.290039,4135.419922,4151.939941,4151.939941,4283320000
8/5/2022,4115.870117,4151.580078,4107.310059,4145.189941,4145.189941,4085940000
8/8/2022,4155.930176,4186.620117,4128.970215,4140.060059,4140.060059,4221090000
8/9/2022,4133.109863,4137.299805,4112.089844,4122.470215,4122.470215,3913090000
8/10/2022,4181.02002,4211.029785,4177.259766,4210.240234,4210.240234,4546010000
8/11/2022,4227.399902,4257.910156,4201.410156,4207.27002,4207.27002,4630200000
8/12/2022,4225.02002,4280.470215,4219.779785,4280.149902,4280.149902,3788010000
8/15/2022,4269.370117,4301.790039,4256.899902,4297.140137,4297.140137,3696830000
8/16/2022,4290.459961,4325.279785,4277.77002,4305.200195,4305.200195,4329820000
8/17/2022,4280.399902,4302.180176,4253.080078,4274.040039,4274.040039,3885030000
8/18/2022,4273.129883,4292.529785,4261.97998,4283.740234,4283.740234,3340330000
8/19/2022,4266.310059,4266.310059,4218.700195,4228.47998,4228.47998,3761340000
8/22/2022,4195.080078,4195.080078,4129.859863,4137.990234,4137.990234,3907430000
8/23/2022,4133.089844,4159.77002,4124.029785,4128.72998,4128.72998,3823520000
8/24/2022,4126.549805,4156.560059,4119.970215,4140.77002,4140.77002,3583630000
8/25/2022,4153.259766,4200.540039,4147.589844,4199.120117,4199.120117,3566870000
8/26/2022,4198.740234,4203.040039,4057.659912,4057.659912,4057.659912,3832750000
8/29/2022,4034.580078,4062.98999,4017.419922,4030.610107,4030.610107,3396510000
8/30/2022,4041.25,4044.97998,3965.209961,3986.159912,3986.159912,3835860000
8/31/2022,4000.669922,4015.370117,3954.530029,3955,3955,4542490000
9/1/2022,3936.72998,3970.22998,3903.649902,3966.850098,3966.850098,4152250000
9/2/2022,3994.659912,4018.429932,3906.209961,3924.26001,3924.26001,3665850000
9/6/2022,3930.889893,3942.550049,3886.75,3908.189941,3908.189941,4127340000
9/7/2022,3909.429932,3987.889893,3906.030029,3979.870117,3979.870117,3890320000
9/8/2022,3959.939941,4010.5,3944.810059,4006.179932,4006.179932,3966850000
9/9/2022,4022.939941,4076.810059,4022.939941,4067.360107,4067.360107,3901940000
9/12/2022,4083.669922,4119.279785,4083.669922,4110.410156,4110.410156,3814200000
9/13/2022,4037.120117,4037.120117,3921.280029,3932.689941,3932.689941,4224550000
9/14/2022,3940.72998,3961.939941,3912.179932,3946.01001,3946.01001,4293240000
9/15/2022,3932.409912,3959.139893,3888.280029,3901.350098,3901.350098,4441830000
9/16/2022,3880.949951,3880.949951,3837.080078,3873.330078,3873.330078,7954650000
9/19/2022,3849.909912,3900.449951,3838.5,3899.889893,3899.889893,3766850000
9/20/2022,3875.22998,3876.01001,3827.540039,3855.929932,3855.929932,4058050000
9/21/2022,3871.399902,3907.070068,3789.48999,3789.929932,3789.929932,4078330000
9/22/2022,3782.360107,3790.899902,3749.449951,3757.98999,3757.98999,4284600000
9/23/2022,3727.139893,3727.139893,3647.469971,3693.22998,3693.22998,5144270000
9/26/2022,3682.719971,3715.669922,3644.76001,3655.040039,3655.040039,4886140000
9/27/2022,3686.439941,3717.530029,3623.290039,3647.290039,3647.290039,4577740000
9/28/2022,3651.939941,3736.73999,3640.610107,3719.040039,3719.040039,4684850000
9/29/2022,3687.01001,3687.01001,3610.399902,3640.469971,3640.469971,4681810000
9/30/2022,3633.47998,3671.439941,3584.129883,3585.620117,3585.620117,5645360000
10/3/2022,3609.780029,3698.350098,3604.929932,3678.429932,3678.429932,4806680000
10/4/2022,3726.459961,3791.919922,3726.459961,3790.929932,3790.929932,5146580000
10/5/2022,3753.25,3806.909912,3722.659912,3783.280029,3783.280029,4293180000
10/6/2022,3771.969971,3797.929932,3739.219971,3744.52002,3744.52002,4252100000
10/7/2022,3706.73999,3706.73999,3620.72998,3639.659912,3639.659912,4449660000
10/10/2022,3647.51001,3652.169922,3588.100098,3612.389893,3612.389893,3834320000
10/11/2022,3595.860107,3640.659912,3568.449951,3588.840088,3588.840088,4759030000
10/12/2022,3590.830078,3608.340088,3573.860107,3577.030029,3577.030029,4006830000
10/13/2022,3520.370117,3685.409912,3491.580078,3669.909912,3669.909912,5021680000
10/14/2022,3690.409912,3712,3579.679932,3583.070068,3583.070068,4243030000
10/17/2022,3638.649902,3689.72998,3638.649902,3677.949951,3677.949951,4352780000
10/18/2022,3746.26001,3762.790039,3686.530029,3719.97998,3719.97998,4483740000
10/19/2022,3703.110107,3728.580078,3666.51001,3695.159912,3695.159912,4223800000
10/20/2022,3689.050049,3736,3656.439941,3665.780029,3665.780029,4496620000
10/21/2022,3657.100098,3757.889893,3647.419922,3752.75,3752.75,5078020000
10/24/2022,3762.01001,3810.73999,3741.649902,3797.340088,3797.340088,4747930000
10/25/2022,3799.439941,3862.850098,3799.439941,3859.110107,3859.110107,4843120000
10/26/2022,3825.969971,3886.149902,3824.070068,3830.600098,3830.600098,4817310000
10/27/2022,3834.689941,3859.949951,3803.790039,3807.300049,3807.300049,4687320000
10/28/2022,3808.26001,3905.419922,3808.26001,3901.060059,3901.060059,4459410000
10/31/2022,3881.850098,3893.72998,3863.179932,3871.97998,3871.97998,4820620000
11/1/2022,3901.790039,3911.790039,3843.800049,3856.100098,3856.100098,4481210000
11/2/2022,3852.899902,3894.439941,3758.679932,3759.689941,3759.689941,4899000000
11/3/2022,3733.25,3750.590088,3698.149902,3719.889893,3719.889893,4625290000
11/4/2022,3766.97998,3796.340088,3708.840088,3770.550049,3770.550049,5400180000
11/7/2022,3780.709961,3813.949951,3764.699951,3806.800049,3806.800049,4341620000
11/8/2022,3817.02002,3859.399902,3786.280029,3828.110107,3828.110107,4607640000
11/9/2022,3810.939941,3818.199951,3744.219971,3748.570068,3748.570068,4645010000
11/10/2022,3859.889893,3958.330078,3859.889893,3956.370117,3956.370117,5781260000
11/11/2022,3963.719971,4001.47998,3944.820068,3992.929932,3992.929932,5593310000
11/14/2022,3977.969971,4008.969971,3956.399902,3957.25,3957.25,4561930000
11/15/2022,4006.409912,4028.840088,3953.169922,3991.72998,3991.72998,5015310000
11/16/2022,3976.820068,3983.090088,3954.340088,3958.790039,3958.790039,4165320000
11/17/2022,3919.26001,3954.330078,3906.540039,3946.560059,3946.560059,4051780000
11/18/2022,3966.389893,3979.889893,3935.97998,3965.340088,3965.340088,4037360000
11/21/2022,3956.22998,3962,3933.340088,3949.939941,3949.939941,3850690000
11/22/2022,3965.51001,4005.879883,3956.879883,4003.580078,4003.580078,3887990000
11/23/2022,4000.300049,4033.780029,3998.659912,4027.26001,4027.26001,3279720000
11/25/2022,4023.340088,4034.02002,4020.76001,4026.120117,4026.120117,1706460000
11/28/2022,4005.360107,4012.27002,3955.77002,3963.939941,3963.939941,3615430000
11/29/2022,3964.189941,3976.77002,3937.649902,3957.629883,3957.629883,3546040000
11/30/2022,3957.179932,4080.110107,3938.580078,4080.110107,4080.110107,6579360000
12/1/2022,4087.139893,4100.509766,4050.870117,4076.570068,4076.570068,4527130000
12/2/2022,4040.169922,4080.47998,4026.629883,4071.699951,4071.699951,4012620000
12/5/2022,4052.02002,4052.449951,3984.48999,3998.840088,3998.840088,4280820000
12/6/2022,3996.629883,4001.51001,3918.389893,3941.26001,3941.26001,4368380000
12/7/2022,3933.280029,3957.570068,3922.679932,3933.919922,3933.919922,4118050000
12/8/2022,3947.790039,3974.189941,3935.830078,3963.51001,3963.51001,4006900000
12/9/2022,3954.169922,3977.02002,3933.040039,3934.379883,3934.379883,3888260000
12/12/2022,3939.290039,3990.709961,3935.300049,3990.560059,3990.560059,3904130000
12/13/2022,4069.379883,4100.959961,3993.030029,4019.649902,4019.649902,5079360000
12/14/2022,4015.540039,4053.76001,3965.649902,3995.320068,3995.320068,4472340000
12/15/2022,3958.370117,3958.370117,3879.449951,3895.75,3895.75,4493900000
12/16/2022,3890.909912,3890.909912,3827.909912,3852.360107,3852.360107,7493660000
12/19/2022,3853.790039,3854.860107,3800.040039,3817.659912,3817.659912,3969610000
12/20/2022,3810.469971,3838.23999,3795.620117,3821.620117,3821.620117,3985370000
12/21/2022,3839.48999,3889.820068,3839.48999,3878.439941,3878.439941,3775200000
12/22/2022,3853.26001,3853.26001,3764.48999,3822.389893,3822.389893,3956950000
12/23/2022,3815.110107,3845.800049,3797.01001,3844.820068,3844.820068,2819280000
12/27/2022,3843.340088,3846.649902,3813.219971,3829.25,3829.25,3030300000
12/28/2022,3829.560059,3848.320068,3780.780029,3783.219971,3783.219971,3083520000
12/29/2022,3805.449951,3858.189941,3805.449951,3849.280029,3849.280029,3003680000
12/30/2022,3829.060059,3839.850098,3800.340088,3839.5,3839.5,2979870000
1/3/2023,3853.290039,3878.459961,3794.330078,3824.139893,3824.139893,3959140000
1/4/2023,3840.360107,3873.159912,3815.77002,3852.969971,3852.969971,4414080000
1/5/2023,3839.73999,3839.73999,3802.419922,3808.100098,3808.100098,3893450000
1/6/2023,3823.370117,3906.189941,3809.560059,3895.080078,3895.080078,3923560000
1/9/2023,3910.820068,3950.570068,3890.419922,3892.090088,3892.090088,4311770000
1/10/2023,3888.570068,3919.830078,3877.290039,3919.25,3919.25,3851030000
1/11/2023,3932.350098,3970.070068,3928.540039,3969.610107,3969.610107,4303360000
1/12/2023,3977.570068,3997.76001,3937.560059,3983.169922,3983.169922,4440260000
1/13/2023,3960.600098,4003.949951,3947.669922,3999.090088,3999.090088,3939700000
1/17/2023,3999.280029,4015.389893,3984.570068,3990.969971,3990.969971,4235560000
1/18/2023,4002.25,4014.159912,3926.590088,3928.860107,3928.860107,4298710000
1/19/2023,3911.840088,3922.939941,3885.540039,3898.850098,3898.850098,3991500000
1/20/2023,3909.040039,3972.959961,3897.860107,3972.610107,3972.610107,4013360000
1/23/2023,3978.139893,4039.310059,3971.639893,4019.810059,4019.810059,3945210000
1/24/2023,4001.73999,4023.919922,3989.790039,4016.949951,4016.949951,3320430000
1/25/2023,3982.709961,4019.550049,3949.060059,4016.219971,4016.219971,3724020000
1/26/2023,4036.080078,4061.570068,4013.290039,4060.429932,4060.429932,3809590000
1/27/2023,4053.719971,4094.209961,4048.699951,4070.560059,4070.560059,3907760000
1/30/2023,4049.27002,4063.850098,4015.550049,4017.77002,4017.77002,3802000000
1/31/2023,4020.850098,4077.159912,4020.439941,4076.600098,4076.600098,4679320000
2/1/2023,4070.070068,4148.950195,4037.199951,4119.209961,4119.209961,4856930000
2/2/2023,4158.680176,4195.439941,4141.879883,4179.759766,4179.759766,5624360000
2/3/2023,4136.689941,4182.359863,4123.359863,4136.47998,4136.47998,4694510000
2/6/2023,4119.569824,4124.629883,4093.379883,4111.080078,4111.080078,4114240000
2/7/2023,4105.350098,4176.540039,4088.389893,4164,4164,4355860000
2/8/2023,4153.470215,4156.850098,4111.669922,4117.859863,4117.859863,4029820000
2/9/2023,4144.25,4156.22998,4069.669922,4081.5,4081.5,4270200000
2/10/2023,4068.919922,4094.360107,4060.790039,4090.459961,4090.459961,3891520000
2/13/2023,4096.620117,4138.899902,4092.669922,4137.290039,4137.290039,3448620000
2/14/2023,4126.700195,4159.77002,4095.01001,4136.129883,4136.129883,3929200000
2/15/2023,4119.5,4148.109863,4103.97998,4147.600098,4147.600098,4075980000
2/16/2023,4114.75,4136.540039,4089.48999,4090.409912,4090.409912,4143660000
2/17/2023,4077.389893,4081.51001,4047.949951,4079.090088,4079.090088,4045480000
2/21/2023,4052.350098,4052.350098,3995.189941,3997.340088,3997.340088,4121590000
2/22/2023,4001.830078,4017.370117,3976.899902,3991.050049,3991.050049,4079320000
2/23/2023,4018.600098,4028.300049,3969.189941,4012.320068,4012.320068,3952940000
2/24/2023,3973.23999,3978.25,3943.080078,3970.040039,3970.040039,3877700000
2/27/2023,3992.360107,4018.050049,3973.550049,3982.23999,3982.23999,3836950000
2/28/2023,3977.189941,3997.5,3968.97998,3970.149902,3970.149902,5043400000
3/1/2023,3963.340088,3971.72998,3939.050049,3951.389893,3951.389893,4249480000
3/2/2023,3938.679932,3990.840088,3928.159912,3981.350098,3981.350098,4244900000
3/3/2023,3998.02002,4048.290039,3995.169922,4045.639893,4045.639893,4084730000
3/6/2023,4055.149902,4078.48999,4044.610107,4048.419922,4048.419922,4000870000
3/7/2023,4048.26001,4050,3980.310059,3986.370117,3986.370117,3922500000
3/8/2023,3987.550049,4000.409912,3969.76001,3992.01001,3992.01001,3535570000
3/9/2023,3998.659912,4017.810059,3908.699951,3918.320068,3918.320068,4445260000
3/10/2023,3912.77002,3934.050049,3846.320068,3861.590088,3861.590088,5518190000
3/13/2023,3835.120117,3905.050049,3808.860107,3855.76001,3855.76001,6558020000
3/14/2023,3894.01001,3937.290039,3873.629883,3919.290039,3919.290039,5665870000
3/15/2023,3876.73999,3894.26001,3838.23999,3891.929932,3891.929932,6594010000
3/16/2023,3878.929932,3964.459961,3864.110107,3960.280029,3960.280029,5695790000
3/17/2023,3958.689941,3958.909912,3901.27002,3916.639893,3916.639893,9354280000
3/20/2023,3917.469971,3956.620117,3916.889893,3951.570068,3951.570068,5347140000
3/21/2023,3975.889893,4009.080078,3971.189941,4002.870117,4002.870117,4920240000
3/22/2023,4002.040039,4039.48999,3936.169922,3936.969971,3936.969971,4533010000
3/23/2023,3959.209961,4007.659912,3919.050049,3948.719971,3948.719971,4991600000
3/24/2023,3939.209961,3972.73999,3909.159912,3970.98999,3970.98999,4583970000
3/27/2023,3982.929932,4003.830078,3970.48999,3977.530029,3977.530029,4233540000
3/28/2023,3974.129883,3979.199951,3951.530029,3971.27002,3971.27002,4014600000
3/29/2023,3999.530029,4030.590088,3999.530029,4027.810059,4027.810059,4145250000
3/30/2023,4046.73999,4057.850098,4032.100098,4050.830078,4050.830078,3930860000
3/31/2023,4056.179932,4110.75,4056.179932,4109.310059,4109.310059,4525120000
4/3/2023,4102.200195,4127.660156,4098.790039,4124.509766,4124.509766,4234700000
4/4/2023,4128.029785,4133.129883,4086.870117,4100.600098,4100.600098,4227800000
4/5/2023,4094.5,4099.689941,4072.560059,4090.379883,4090.379883,3968020000
4/6/2023,4081.149902,4107.319824,4069.840088,4105.02002,4105.02002,3486690000
4/10/2023,4085.199951,4109.5,4072.550049,4109.109863,4109.109863,3423650000
4/11/2023,4110.290039,4124.259766,4102.609863,4108.939941,4108.939941,3665830000
4/12/2023,4121.720215,4134.370117,4086.939941,4091.949951,4091.949951,3633120000
4/13/2023,4100.040039,4150.259766,4099.399902,4146.220215,4146.220215,3596590000
4/14/2023,4140.109863,4163.189941,4113.200195,4137.640137,4137.640137,3575690000
4/17/2023,4137.169922,4151.720215,4123.180176,4151.319824,4151.319824,3611180000
4/18/2023,4164.259766,4169.47998,4140.359863,4154.870117,4154.870117,3536640000
4/19/2023,4139.330078,4162.569824,4134.490234,4154.52002,4154.52002,3572560000
4/20/2023,4130.47998,4148.569824,4114.569824,4129.790039,4129.790039,3772080000
4/21/2023,4132.140137,4138.02002,4113.859863,4133.52002,4133.52002,3611750000
4/24/2023,4132.069824,4142.410156,4117.77002,4137.040039,4137.040039,3290940000
4/25/2023,4126.430176,4126.430176,4071.379883,4071.629883,4071.629883,3978640000
4/26/2023,4087.780029,4089.669922,4049.350098,4055.98999,4055.98999,3837030000
4/27/2023,4075.290039,4138.240234,4075.290039,4135.350098,4135.350098,3750550000
4/28/2023,4129.629883,4170.060059,4127.180176,4169.47998,4169.47998,4087800000
5/1/2023,4166.790039,4186.919922,4164.120117,4167.870117,4167.870117,3321370000
5/2/2023,4164.100098,4164.100098,4089.719971,4119.580078,4119.580078,4486130000
